sentence,entities,entities_spans,label
Their aim was also to compare the prevalence of autoimmune thyroid disease in patients with TYPE 1 DIABETES MELLITUS and in those with type 1 diabetes mellitus and CELIAC DISEASE,"[('TYPE 1 DIABETES MELLITUS', 'DISE'), ('CELIAC DISEASE', 'DRUG')]","[(92, 116, 'DISE'), (164, 186, 'DRUG')]",0
CENTRAL OBESITY is associated with GLUCOSE INTOLERANCE and dyslipidemia.,"[('CENTRAL OBESITY', 'DISE'), ('GLUCOSE INTOLERANCE', 'DRUG')]","[(0, 15, 'DISE'), (35, 54, 'DRUG')]",0
Lactated Ringer's solution has been used for decades in the resuscitation of HYPOVOLEMIA and HEMORRHAGIC SHOCK,"[('HEMORRHAGIC SHOCK', 'DISE'), ('HYPOVOLEMIA', 'DRUG')]","[(93, 118, 'DISE'), (77, 88, 'DRUG')]",0
It has been used in small doses as a TOPICAL ANESTHETIC for mouth or PHARYNGEAL PAIN,"[('PHARYNGEAL PAIN', 'DISE'), ('TOPICAL ANESTHETIC', 'DRUG')]","[(69, 92, 'DISE'), (37, 55, 'DRUG')]",2
"Eucalyptol (1,8-cineole), the major constituent of eucalyptus oil (EO), was used in traditional medicine as a remedy for colds and bronchitis.","[('eucalyptus oil', 'FOOD'), ('bronchitis', 'DISE')]","[(51, 65, 'FOOD'), (131, 141, 'DISE')]",2
Cjest computerized tomography showed DISSECTION OF AORTA from ascending to descendig aorta and hemorrhage around ascending AORTA.,"[('AORTA', 'DISE'), ('DISSECTION OF AORTA', 'DRUG')]","[(51, 56, 'DISE'), (37, 56, 'DRUG')]",0
Features of acclimatization include SUSTAINED HYPERVENTILATION which increases tissue oxygetion but also causes RESPIRATORY ALKALOSIS,"[('RESPIRATORY ALKALOSIS', 'DISE'), ('SUSTAINED HYPERVENTILATION', 'SYMP')]","[(114, 135, 'DISE'), (36, 62, 'SYMP')]",1
"In each case, abnormal biomechanics were caused by or associated with arthritis or ARTHROSIS due to advanced age or OVERUSED JOINTS","[('OVERUSED JOINTS', 'DISE'), ('ARTHROSIS', 'DRUG')]","[(116, 138, 'DISE'), (83, 92, 'DRUG')]",0
"In most recently infected patients THROMBOCYTOPENIA is due to accelerated platelet destruction; in these patients the PLATELET SEQUESTRATION is predomintly splenic, and splenectomy is usually effective.","[('PLATELET SEQUESTRATION', 'DISE'), ('THROMBOCYTOPENIA', 'SYMP')]","[(118, 140, 'DISE'), (35, 51, 'SYMP')]",1
PURPOSE: To report a case of nodular scleritis following alendronate sodium.,"[('alendronate sodium', 'DRUG'), ('nodular scleritis', 'DISE')]","[(57, 75, 'DRUG'), (29, 46, 'DISE')]",1
A 61 year old man with PARKINSON'S DISEASE (PD) developed sudden onset visual impairment after initiation of AMANTADINE treatment.,"[(""PARKINSON'S DISEASE"", 'DISE'), ('AMANTADINE', 'DRUG')]","[(23, 42, 'DISE'), (109, 119, 'DRUG')]",2
Cocoa is a rich source of dietary polyphenols with demonstrated cardioprotective effects in adults without diabetes.,"[('Cocoa', 'FOOD'), ('diabetes', 'DISE')]","[(0, 5, 'FOOD'), (107, 115, 'DISE')]",0
"The ARBITER 6-HALTS trial enrolled patients with corory artery disease, or an equivalent risk condition such as DIABETES, who were already taking STATINs.","[('DIABETES', 'DISE'), ('STATIN', 'DRUG')]","[(114, 122, 'DISE'), (148, 154, 'DRUG')]",2
"PORPHYRIA CUTANEA TARDA is characterized by PHOTOSENSITIVITY vesicle formation (especially on the dorsa of the hands)  see Figure 13 , and hypertrichosis.","[('PHOTOSENSITIVITY', 'DISE'), ('PORPHYRIA CUTANEA TARDA', 'DRUG')]","[(44, 60, 'DISE'), (0, 23, 'DRUG')]",0
Fulminant hepatic failure developed in a 24-year-old black woman who had been treated with propylthiouracil and propranolol for hyperthyroidism.,"[('propylthiouracil', 'DRUG'), ('Fulminant hepatic failure', 'DISE')]","[(91, 107, 'DRUG'), (0, 25, 'DISE')]",1
1  Prescribing Limits  Adults  VASCULAR HEADACHES  >     MIGRAINE  Oral:  Maximum 30 mg in any 24 hour period.,"[('VASCULAR HEADACHES', 'DISE'), ('MIGRAINE', 'DRUG')]","[(31, 49, 'DISE'), (57, 65, 'DRUG')]",0
ENDOMETRIOSIS may trigger inflammatory responses leading to scar formation and ADHESIONs.,"[('ADHESION', 'DISE'), ('ENDOMETRIOSIS', 'SYMP')]","[(79, 87, 'DISE'), (0, 13, 'SYMP')]",1
"However, INSULIN GLARGINE was associated with a lower INCIDENCE OF SEVERE HYPOGLYCAEMIA compared with NPH insulin.","[('INCIDENCE OF SEVERE HYPOGLYCAEMIA', 'DISE'), ('INSULIN GLARGINE', 'SYMP')]","[(54, 87, 'DISE'), (9, 25, 'SYMP')]",0
"Very high plasma androgen levels or evidence of HYPERCORTISOLISM, which is not normally suppressible by DEXAMETHASONE, should lead to the search for a tumor or Cushing's syndrome","[('HYPERCORTISOLISM', 'DISE'), ('DEXAMETHASONE', 'DRUG')]","[(48, 64, 'DISE'), (104, 117, 'DRUG')]",2
The yellow appearance is caused by red blood cells entering the CSF during the BLEEDING,"[('BLEEDING', 'DISE'), ('CSF', 'SYMP')]","[(79, 87, 'DISE'), (64, 67, 'SYMP')]",1
Patients should be screened for TB with a chest x ray or PPD,"[('TB', 'DISE'), ('PPD', 'DRUG')]","[(32, 34, 'DISE'), (57, 68, 'DRUG')]",0
Sensitization to inhaled wheat flour may lead to occupational rhinitis and/or asthma.,"[('wheat flour', 'FOOD'), ('rhinitis', 'DISE')]","[(25, 36, 'FOOD'), (62, 70, 'DISE')]",1
"Thibonnier M, Lardoux MD, Corvol P. Comparative trial of labetalol and ACEBUTOLOL alone or associated with dihydralazine, in treatment of ESSENTIAL HYPERTENSION","[('ESSENTIAL HYPERTENSION', 'DISE'), ('ACEBUTOLOL', 'DRUG')]","[(138, 167, 'DISE'), (71, 81, 'DRUG')]",2
"Wallin JD, Fletcher E, Ram VS et al. INTRAVENOUS NICARDIPINE for the treatment of SEVERE HYPERTENSION","[('SEVERE HYPERTENSION', 'DISE'), ('INTRAVENOUS NICARDIPINE', 'DRUG')]","[(82, 108, 'DISE'), (37, 60, 'DRUG')]",2
A 2007 review of studies found that injected administration of ALPHA LIPOIC ACID was found to reduce the various symptoms of PERIPHERAL DIABETIC NEUROPATHY.,"[('PERIPHERAL DIABETIC NEUROPATHY', 'DISE'), ('ALPHA LIPOIC ACID', 'DRUG')]","[(125, 155, 'DISE'), (63, 80, 'DRUG')]",2
"A 50-year-old woman with a history of migraine without aura, predominantly occurring around her menstrual periods, developed a spinal cord lesion following the use of zolmitriptan.","[('zolmitriptan', 'DRUG'), ('spinal cord lesion', 'DISE')]","[(167, 179, 'DRUG'), (127, 145, 'DISE')]",1
"Occasiolly, an ENDOMETRIOMA ruptures or leaks, causing ACUTE ABDOMIL PAIN and peritoneal symptoms.","[('ACUTE ABDOMIL PAIN', 'DISE'), ('ENDOMETRIOMA', 'SYMP')]","[(57, 77, 'DISE'), (17, 29, 'SYMP')]",1
"Further studies are necessary to evaluate whether the study of HLA antigens may be a very useful tool to detect the patients with a predisposition to develop autoimmune thyroiditis, in order to make a early diagnosis of thyroid disorders during the IFN-alpha treatment.","[('IFN-alpha', 'DRUG'), ('thyroid disorders', 'DISE')]","[(249, 258, 'DRUG'), (220, 237, 'DISE')]",1
Long term regimens of ORAL COLCHICINE are absolutely contraindicated in patients with ADVANCED REL FAILURE .,"[('ADVANCED REL FAILURE', 'DISE'), ('ORAL COLCHICINE', 'DRUG')]","[(86, 108, 'DISE'), (22, 37, 'DRUG')]",0
"In the trial based alysis, fondaparinux was estimated to prevent 15.1 THROMBOEMBOLIC EVENTS per 1000 patients at three months compared with enoxaparin; FONDAPARINUX produced cost savings per patient at 30 days, 3 months, and 5 years postdischarge.","[('THROMBOEMBOLIC EVENTS', 'DISE'), ('FONDAPARINUX', 'DRUG')]","[(72, 93, 'DISE'), (154, 166, 'DRUG')]",2
"The patients in this material had had 2 20 episodes of VENOUS THROMBOSIS the most recent 5 years before the institution of treatment, in spite of DICOUMAROL treatment.","[('VENOUS THROMBOSIS', 'DISE'), ('DICOUMAROL', 'DRUG')]","[(55, 72, 'DISE'), (146, 156, 'DRUG')]",2
"After 39 hours on argatroban, the infusion was stopped when minor bleeding was observed with a concurrent activated partial thromboplastin time (aPTT) of 100 seconds.","[('argatroban', 'DRUG'), ('bleeding', 'DISE')]","[(18, 28, 'DRUG'), (66, 74, 'DISE')]",1
124  Class:  Antituberculosis Agents 8:16.04; AM500 (VA)  Synonyms:  PYRAZINOIC ACID AMIDE; Rifater; Tebrazid  Uses  Tuberculosis  Treatment of active (clinical) TUBERCULOSIS (TB) in conjunction with other antituberculosis agents.,"[('TUBERCULOSIS (TB)', 'DISE'), ('PYRAZINOIC ACID AMIDE', 'DRUG')]","[(162, 179, 'DISE'), (69, 90, 'DRUG')]",2
We reviewed the records of 3 patients with lymphoproliferative disorders who experienced acute coronary syndromes associated with their initial infusion of rituximab.,"[('rituximab', 'DRUG'), ('acute coronary syndromes', 'DISE')]","[(156, 165, 'DRUG'), (89, 113, 'DISE')]",1
"In usea and VOMITING associated with cancer chemotherapy, it has been superseded by the more EFFECTIVE 5 HT3 ANTAGONISTS.","[('VOMITING', 'DISE'), ('EFFECTIVE 5 HT3 ANTAGONISTS', 'DRUG')]","[(14, 22, 'DISE'), (95, 122, 'DRUG')]",2
"During the course of our experience with Fontan conversion our surgical strategy has evolved to include various ablative techniques to treat macro re entrant atrial tachycardia, focal (automatic) atrial tachycardia, ATRIOVENTRICULAR NODAL REENTRY TACHYCARDIA atrial tachycardia due to accessory connections, atrial fibrillation, and VENTRICULAR TACHYCARDIA","[('ATRIOVENTRICULAR NODAL REENTRY TACHYCARDIA', 'DISE'), ('VENTRICULAR TACHYCARDIA', 'DRUG')]","[(216, 258, 'DISE'), (333, 364, 'DRUG')]",0
The literature on thiabendazole-induced cholestasis and its association with sicca complex is reviewed.,"[('thiabendazole', 'DRUG'), ('cholestasis', 'DISE')]","[(18, 31, 'DRUG'), (40, 51, 'DISE')]",1
"CONCLUSION: In some abstainers who take cyanamide for several years, thin septum-like liver fibrosis progresses along with the emergence of ground-glass hepatocytes.","[('cyanamide', 'DRUG'), ('septum-like liver fibrosis', 'DISE')]","[(40, 49, 'DRUG'), (74, 100, 'DISE')]",1
"Treatment  Oral candidiasis   For ORAL CANDIDIASIS, topical nystatin suspension, 200,000 to 400,000 units three to five times a day for 1 to 2 weeks, is usually effective; an altertive treatment is CLOTRIMAZOLE TROCHES.","[('ORAL CANDIDIASIS', 'DISE'), ('CLOTRIMAZOLE TROCHES', 'DRUG')]","[(34, 50, 'DISE'), (200, 220, 'DRUG')]",2
Cost effectiveness of pregabalin for the magement of NEUROPATHIC PAIN associated with diabetic peripheral neuropathy and POSTHERPETIC NEURALGIA: a Cadian perspective.,"[('NEUROPATHIC PAIN', 'DISE'), ('POSTHERPETIC NEURALGIA', 'DRUG')]","[(55, 71, 'DISE'), (123, 145, 'DRUG')]",0
"Transdermal scopolamine provides significant MOTION SICKNESS protection, similar in extent to that provided by oral SCOPOLAMINE or dimenhydrite.","[('MOTION SICKNESS', 'DISE'), ('SCOPOLAMINE', 'DRUG')]","[(45, 60, 'DISE'), (116, 127, 'DRUG')]",2
Symptoms and Signs  SCHISTOSOME DERMATITIS is a pruritic papular rash where the cercariae penetrate the skin (see also Dermatitis Caused by AVIAN AND ANIMAL SCHISTOSOMES below) in previously sensitized people.,"[('SCHISTOSOME DERMATITIS', 'DISE'), ('AVIAN AND ANIMAL SCHISTOSOMES', 'SYMP')]","[(20, 42, 'DISE'), (140, 169, 'SYMP')]",1
Beans can contribute to a food-first approach to healthy aging as they are nutrient-dense and can reduce the risk of chronic diseases.,"[('Beans', 'FOOD'), ('chronic diseases', 'DISE')]","[(0, 5, 'FOOD'), (117, 133, 'DISE')]",2
The spectrum of nitrofurantoin lung injury continues to widen.,"[('nitrofurantoin', 'DRUG'), ('lung injury', 'DISE')]","[(16, 30, 'DRUG'), (31, 42, 'DISE')]",1
Allergen Glb33 is an important allergen in rice that can cause allergic reactions such as asthma and atopic dermatitis.,"[('rice', 'FOOD'), ('allergic reactions', 'DISE')]","[(43, 47, 'FOOD'), (63, 81, 'DISE')]",1
"Zarfin Y, Koren G, Perlman M. Digoxin and INDOMETHACIN in preterm infants with PDA","[('PDA', 'DISE'), ('INDOMETHACIN', 'DRUG')]","[(79, 89, 'DISE'), (42, 54, 'DRUG')]",2
"As with all ANTIMICROBIAL AGENTs, PSEUDOMEMBRANOUS COLITIS has been associated with the use of amoxicillin-clavulate.","[('PSEUDOMEMBRANOUS COLITIS', 'DISE'), ('ANTIMICROBIAL AGENT', 'DRUG')]","[(34, 58, 'DISE'), (12, 31, 'DRUG')]",0
A 59-year-old woman with myasthenia gravis who received a large dose of pyridostigmine bromide developed postoperative psychosis and was diagnosed as having bromide intoxication.,"[('pyridostigmine bromide', 'DRUG'), ('bromide intoxication', 'DISE')]","[(72, 94, 'DRUG'), (157, 177, 'DISE')]",1
"The crucial points of the French consensus are: the usefulness of CT-scanning evaluation of adrel incidentalomas, the systematic screening for pheochromocytoma, the usefulness of the 1mg overnight DEXAMETHASONE test to screen for latent HYPERCORTISOLISM, the difficulty to interpret mild biological abnormalities of the HPA axis, the consensus to remove surgically most of tumours greater than 4cm, the necessity to follow clinically glucorticoid tissular targets in the follow-up of non operated benign adrenocortical incidentalomas","[('HYPERCORTISOLISM', 'DISE'), ('DEXAMETHASONE', 'DRUG')]","[(239, 255, 'DISE'), (199, 212, 'DRUG')]",0
"Since intramedullary tuberculosis may sometimes mimic NEUROLOGIC COMPLICATION of SLE itself, it may pose diagnostic and therapeutic confusion for clinicians.","[('NEUROLOGIC COMPLICATION', 'DISE'), ('SLE', 'SYMP')]","[(54, 77, 'DISE'), (81, 84, 'SYMP')]",1
Goitrogenicity of millet flavones : VITEXIN inhibits thyroid peroxidase thus contributing to GOITER.,"[('GOITER', 'DISE'), ('VITEXIN', 'SYMP')]","[(93, 99, 'DISE'), (36, 43, 'SYMP')]",1
Sensitization to allergens of Japanese cedar pollen is known to cause canine ATOPIC DERMATITIS as approximately 10% of ATOPIC dogs in Japan were positive to the pollen allergen.,"[('ATOPIC DERMATITIS', 'DISE'), ('ATOPIC', 'DRUG')]","[(77, 94, 'DISE'), (77, 83, 'DRUG')]",0
The response of urethral pressure to administration of an alpha stimulant was compared between a group of eight patients with CHRONIC NEUROGENIC BLADDERS as evidenced by positive denervation supersensitivity to PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE and a group of ten control patients.,"[('CHRONIC NEUROGENIC BLADDERS', 'DISE'), ('PARASYMPATHOMIMETIC BETHANECHOL CHLORIDE', 'DRUG')]","[(126, 153, 'DISE'), (211, 251, 'DRUG')]",0
"• Magement in PV should be individualized by age, the presence or absence of risk factors for THROMBOSIS and childbearing potential.","[('THROMBOSIS', 'DISE'), ('PV', 'SYMP')]","[(96, 106, 'DISE'), (16, 18, 'SYMP')]",1
The appearance of NONTHROMBOCYTIC PURPURA is an important clue for the diagnosis of HENOCH SCHONLEIN PURPURA (HSP.,"[('NONTHROMBOCYTIC PURPURA', 'DISE'), ('HENOCH SCHONLEIN PURPURA', 'SYMP')]","[(18, 41, 'DISE'), (84, 108, 'SYMP')]",1
"malaria  Dihydroartemisinin piperaquine against multidrug resistant Plasmodium falciparum malaria in Vietm: randomised clinical trial  Artesute combitions for treatment of malaria: meta alysis  Efficacy of the RTS,S/AS02A vaccine against PLASMODIUM FALCIPARUM INFECTION and disease in young African children: randomised controlled trial  Combition treatments for uncomplicated falciparum MALARIA in Kampala, Uganda: randomised clinical trial  Mefloquine resistance in Plasmodium falciparum and increased pfmdr1 gene copy number  Supervised versus unsupervised intake of six dose artemether lumefantrine for treatment of acute, uncomplicated Plasmodium falciparum malaria in Mbarara, Uganda: a randomised trial  Amodiaquine alone.","[('PLASMODIUM FALCIPARUM INFECTION', 'DISE'), ('MALARIA', 'DRUG')]","[(246, 277, 'DISE'), (398, 405, 'DRUG')]",0
The HALLUCITIONS occur during states of FULL CONSCIOUSNESS and insight into the hallucitory ture of the images is preserved.,"[('HALLUCITIONS', 'DISE'), ('FULL CONSCIOUSNESS', 'DRUG')]","[(4, 18, 'DISE'), (42, 60, 'DRUG')]",0
"The fruit of Terminalia chebula has been used extensively in various traditional health systems for different ailments, with additional preclinical and clinical data demonstrating antioxidant and anti-inflammatory potential.","[('fruit of Terminalia chebula', 'FOOD'), ('ailments', 'DISE')]","[(4, 31, 'FOOD'), (110, 118, 'DISE')]",2
"THE SNRI ANTIDEPRESSANTS AND WELLBUTRIN tend not to be prescribed in SCHIZOAFFECTIVE DISORDER because they may cause mixed episode symptoms and induce psychosis, respectively.","[('SCHIZOAFFECTIVE DISORDER', 'DISE'), ('THE SNRI ANTIDEPRESSANTS AND WELLBUTRIN', 'DRUG')]","[(69, 93, 'DISE'), (0, 39, 'DRUG')]",0
"Videopolysomnographic and pharmacokinetic studies with monitoring of plasma levodopa levels demonstrated marked motor hyperactivity during augmentation, with anarchic discharges of motor unit potentials, tonic grouped discharges and flexor spasms, associated with painful dysesthesia.","[('levodopa', 'DRUG'), ('anarchic discharges of motor unit potentials', 'DISE')]","[(76, 84, 'DRUG'), (158, 202, 'DISE')]",1
"If MEN II is suspected, MEDULLARY THYROID CANCER should be considered, and pheochromocytoma must be excluded before the patient goes to surgery.","[('MEDULLARY THYROID CANCER', 'DISE'), ('MEN II', 'SYMP')]","[(24, 48, 'DISE'), (3, 9, 'SYMP')]",1
Probable propafenone-induced transient global amnesia.,"[('propafenone', 'DRUG'), ('transient global amnesia', 'DISE')]","[(9, 20, 'DRUG'), (29, 53, 'DISE')]",1
CITALOPRAM has been found to greatly reduce the symptoms of diabetic neuropathy and PREMATURE EJACULATION.,"[('PREMATURE EJACULATION', 'DISE'), ('CITALOPRAM', 'DRUG')]","[(84, 105, 'DISE'), (0, 10, 'DRUG')]",2
"70 ,   73 ,   76 •  For  self medication  for magement of chronic IDIOPATHIC URTICARIA (EG HIVES importance of understanding that LORATADINE does not  prevent  hives.","[('IDIOPATHIC URTICARIA (EG HIVES', 'DISE'), ('LORATADINE', 'DRUG')]","[(68, 98, 'DISE'), (132, 142, 'DRUG')]",0
"This report describes a case of flucytosine-associated ulcerating enteritis in which the small bowel x-ray demonstrated severe luminal narrowing, ulceration, and marked separation of loops of bowel.","[('flucytosine', 'DRUG'), ('marked separation of loops of bowel', 'DISE')]","[(32, 43, 'DRUG'), (162, 197, 'DISE')]",1
"Carrat F, Bani Sadr F, Pol S, et al: Pegylated interferon alfa 2b vs standard interferon alfa 2b, plus RIBAVIRIN for CHRONIC HEPATITIS C in HIV infected patients: a randomized controlled trial.","[('CHRONIC HEPATITIS C', 'DISE'), ('RIBAVIRIN', 'DRUG')]","[(117, 136, 'DISE'), (103, 112, 'DRUG')]",2
A 17-year-old boy with refractory psoriatic arthritis and alpha-1 antitrypsin deficiency who developed a syringotropic hypersensitivity reaction after 9 months of therapy with infliximab and leflunomide is described.,"[('leflunomide', 'DRUG'), ('syringotropic hypersensitivity reaction', 'DISE')]","[(191, 202, 'DRUG'), (105, 144, 'DISE')]",1
"Other long acting agents used to treat RHEUMATOID ARTHRITIS including GOLD SALTS penicillamine, and hydroxychloroquine, are not effective in ankylosing spondylitis.","[('RHEUMATOID ARTHRITIS', 'DISE'), ('GOLD SALTS', 'DRUG')]","[(39, 59, 'DISE'), (70, 80, 'DRUG')]",2
WITHDRAWAL SYMPTOMs including a worsening of insomnia compared to baseline typically occurs after discontinuation of NITRAZEPAM even after short term single nightly dose therapy.,"[('WITHDRAWAL SYMPTOM', 'DISE'), ('NITRAZEPAM', 'SYMP')]","[(0, 18, 'DISE'), (117, 127, 'SYMP')]",1
"DIABETIC NEUROPATHY is common in patients with DIABETES MELLITUS, and 7.5% of diabetics experience pain from diabetic neuropathy","[('DIABETIC NEUROPATHY', 'DISE'), ('DIABETES MELLITUS', 'SYMP')]","[(0, 19, 'DISE'), (47, 64, 'SYMP')]",1
"Adequate consumption of fruits and vegetables has protective benefits against development of coronary heart disease, hypertension and chronic obstructive pulmonary disease.","[('fruits', 'FOOD'), ('coronary heart disease', 'DISE')]","[(24, 30, 'FOOD'), (93, 115, 'DISE')]",2
"Most of the grade 4 (granulocytopenia in one) and grade 3 (LEUKOPENIA in three, GRANULOCYTOPENIA in three, anemia in two and thrombocytopenia in one) toxicity was related to myelosuppression.","[('LEUKOPENIA', 'DISE'), ('GRANULOCYTOPENIA', 'DRUG')]","[(59, 69, 'DISE'), (80, 96, 'DRUG')]",0
Panic anxiety after abrupt discontinuation of mianserin.,"[('mianserin', 'DRUG'), ('Panic anxiety', 'DISE')]","[(46, 55, 'DRUG'), (0, 13, 'DISE')]",1
"This should definitely establish the value of this diagnostic test, particularly in instances where other in vitro or in vivo diagnostic tests are not reliable, such as FOOD OR DRUG ALLERGIES as well as in non IGE MEDIATED IMMEDIATE HYPERSENSITIVITY REACTIONS.","[('FOOD OR DRUG ALLERGIES', 'DISE'), ('IGE MEDIATED IMMEDIATE HYPERSENSITIVITY REACTIONS', 'DRUG')]","[(169, 191, 'DISE'), (210, 259, 'DRUG')]",0
"At the end of the growth period, when the pigs were challenged with HALOTHANE to detect the MALIGNT HYPERTHERMIA SYNDROME, 3 pigs were found to be susceptible","[('MALIGNT HYPERTHERMIA SYNDROME', 'DISE'), ('HALOTHANE', 'DRUG')]","[(92, 123, 'DISE'), (68, 77, 'DRUG')]",0
Multiple mechanisms for ciprofloxacin-induced nephrotoxicity have been proposed.,"[('ciprofloxacin', 'DRUG'), ('nephrotoxicity', 'DISE')]","[(24, 37, 'DRUG'), (46, 60, 'DISE')]",1
"• When discontinuing medications other than SODIUM OXYBATE for CATAPLEXY and other REM related symptoms, slowly taper dose over several weeks rather than stopping abruptly.","[('CATAPLEXY', 'DISE'), ('SODIUM OXYBATE', 'DRUG')]","[(63, 72, 'DISE'), (44, 58, 'DRUG')]",2
"Yam (Dioscorea spp.), known as an edible and medicinal tuber crop in China, has been used historically for the treatment of diabetes, diarrhea, asthma, and other ailments in traditional Chinese medicine.","[('Dioscorea', 'FOOD'), ('diabetes', 'DISE')]","[(5, 14, 'FOOD'), (124, 132, 'DISE')]",2
"Pehamberger H, Soyer HP, Steiner A et al. ADJUVANT INTERFERON ALFA 2A treatment in resected primary STAGE II CUTANEOUS MELANOMA","[('STAGE II CUTANEOUS MELANOMA', 'DISE'), ('ADJUVANT INTERFERON ALFA 2A', 'DRUG')]","[(100, 134, 'DISE'), (42, 69, 'DRUG')]",2
Mitomycin C (MMC) is an alkylating agent that has been recently associated with the hemolytic-uremic syndrome (HUS).,"[('MMC', 'DRUG'), ('HUS', 'DISE')]","[(13, 16, 'DRUG'), (111, 114, 'DISE')]",1
"• Systemic or constitutiol symptoms in CML reflect cell hyperproliferation, extramedullary hematopoiesis, SPLENOMEGALY and cytokine release or bone marrow failure due to the expansion of the neoplastic clone.","[('SPLENOMEGALY', 'DISE'), ('CML', 'SYMP')]","[(108, 120, 'DISE'), (41, 44, 'SYMP')]",1
"Currently the use of zidovudine is one of the few specific measures available, and as a potentially teratogenic and fetotoxic agent, any decision for its use requires evaluation of the potential for fetal damage.","[('zidovudine', 'DRUG'), ('teratogenic', 'DISE')]","[(21, 31, 'DRUG'), (100, 111, 'DISE')]",1
Anecdotal reports of efficacy of penicillin G with or without silymarin/silibinin in ALF due to Amanita phalloides Antifungal agent (flucozole)  Prophylaxis against fungal sepsis  100 200 mg po or iv; continue for the interval of compromised liver function  Prophylactic use of no proven benefit in patients with ALF  May interfere with other medications through CYP P450  There are no controlled trials of prophylactic antifungals that show a clinical utility in patients with ALF Corticosteroids (PREDNISONE  Decreases INFLAMMATION by suppression of migration of polymorphonuclear leukocytes and reversal of increased capillary permeability  20 mg/d.,"[('INFLAMMATION', 'DISE'), ('PREDNISONE', 'DRUG')]","[(523, 535, 'DISE'), (501, 511, 'DRUG')]",0
"Fifty five patients (27.5%) had residual/recurrent DYSPLASIA including 36 HIGH GRADE SQUAMOUS INTRAEPITHELIAL LESIONS (66% 14 low grade squamous intraepithelial lesions (25%), and 5 atypical squamous cells of undetermined significance (9%.","[('DYSPLASIA', 'DISE'), ('36 HIGH GRADE SQUAMOUS INTRAEPITHELIAL LESIONS', 'DRUG')]","[(51, 60, 'DISE'), (71, 117, 'DRUG')]",0
Clinical Manifestations of STAPHYLOCOCCAL TOXIC SHOCK SYNDROME  COAGULASE NEGATIVE STAPHYLOCOCCI  S. epidermidis  and other coagulase negative staphylococcal species are organisms of low pathogenic potential that are universally present as part of the normal skin flora.,"[('STAPHYLOCOCCAL TOXIC SHOCK SYNDROME', 'DISE'), ('COAGULASE NEGATIVE STAPHYLOCOCCI', 'DRUG')]","[(27, 62, 'DISE'), (64, 96, 'DRUG')]",0
"Therefore, novel therapeutic strategies have long been investigated, where curcumin (Curcuma longa) has shown some properties that can prevent the deleterious processes involved in neurodegenerative diseases.","[('Curcuma longa', 'FOOD'), ('neurodegenerative diseases', 'DISE')]","[(85, 98, 'FOOD'), (181, 207, 'DISE')]",2
Metronidazole neuropathy.,"[('Metronidazole', 'DRUG'), ('neuropathy', 'DISE')]","[(0, 13, 'DRUG'), (14, 24, 'DISE')]",1
This unusual pattern of low-grade endometrial carcinoma adds to the spectrum of uterine neoplasia associated with tamoxifen therapy.,"[('tamoxifen', 'DRUG'), ('low-grade endometrial carcinoma', 'DISE')]","[(114, 123, 'DRUG'), (24, 55, 'DISE')]",1
"FDA approves THALIDOMIDE for HANSEN'S DISEASE side effect, imposes unprecedented restrictions on distribution.","[(""HANSEN'S DISEASE"", 'DISE'), ('THALIDOMIDE', 'DRUG')]","[(29, 45, 'DISE'), (13, 24, 'DRUG')]",0
"The control strains exhibited considerable sensitivity to ofloxacin, the antibiotic of choice for treating UNCOMPLICATED GONORRHEA as well as SPECTINOMYCIN and ceftriaxone.","[('UNCOMPLICATED GONORRHEA', 'DISE'), ('SPECTINOMYCIN', 'DRUG')]","[(107, 130, 'DISE'), (142, 155, 'DRUG')]",2
"23   Examition of the itchy SCALP may reveal the LICE which look like tiny black dots that are barely visible to the ked eye, and lice eggs (nits), which are white and are attached to the hair shafts [ see Figure 4.","[('SCALP', 'DISE'), ('LICE', 'SYMP')]","[(30, 35, 'DISE'), (51, 55, 'SYMP')]",0
"1  Gormley GJ, Stoner E, Bruskewitz RC, Imperato McGinley J, Walsh PC, McConnell JD, et al. The effect of FISTERIDE in men with BENIGN PROSTATIC HYPERPLASIA","[('BENIGN PROSTATIC HYPERPLASIA', 'DISE'), ('FISTERIDE', 'DRUG')]","[(130, 165, 'DISE'), (106, 117, 'DRUG')]",2
3  Revised ACIP recommendation for avoiding PREGNCY after receiving a RUBELLA CONTAINING VACCINE.,"[('PREGNCY', 'DISE'), ('RUBELLA CONTAINING VACCINE', 'DRUG')]","[(44, 53, 'DISE'), (72, 98, 'DRUG')]",0
FINDINGS: Six children with growth retardation noted after treatment with high-dose fluticasone propionate were found to have adrenal suppression.,"[('fluticasone propionate', 'DRUG'), ('adrenal suppression', 'DISE')]","[(84, 106, 'DRUG'), (126, 145, 'DISE')]",1
"Two other patients who did not receive prochlorperazine, developed retinal problems which later improved, one after only 15 g of desferrioxamine.","[('desferrioxamine', 'DRUG'), ('retinal problems', 'DISE')]","[(129, 144, 'DRUG'), (67, 83, 'DISE')]",1
We report two patients with LEUKEMIA treated with high dose METHOTREXATE,"[('LEUKEMIA', 'DISE'), ('METHOTREXATE', 'DRUG')]","[(28, 36, 'DISE'), (60, 77, 'DRUG')]",2
